item_name,item_name_en,item_id,item_category_id
Deus Ex - Human Revolution. Специальное издание (Xbox 360),Deus Ex - Human Revolution. Special Edition (XBOX 360),2794,23
Deus Ex. Human Revolution. Расширенное издание [PC],Deus Ex. Human Revolution. Advanced Edition [PC],2795,28
"Deus Ex: Human Revolution Director's Cut [PS3, английская версия]","Deus Ex: Human Revolution Director's Cut [PS3, English version]",2796,19
"Deus Ex: Human Revolution Director's Cut [Xbox 360, английская версия]","Deus Ex: Human Revolution Director's Cut [Xbox 360, English version]",2797,23
"Deus Ex: Human Revolution [PC, Jewel]","Deus Ex: Human Revolution [PC, Jewel]",2798,30
"Deus Ex: Human Revolution [PS3, русская версия]","Deus Ex: Human Revolution [PS3, Russian version]",2799,19
"Deus Ex: Human Revolution [Xbox 360, русская версия]","DEUS EX: HUMAN REVOLUTION [Xbox 360, Russian version]",2800,23
"Deus Ex: Human Revolution. Недостающее звено [PC, Jewel]","Deus Ex: Human Revolution. Missing link [PC, Jewel]",2801,30
Devil May Cry 4 DVD-Box,Devil May Cry 4 DVD-BOX,2802,28
"Devil May Cry HD Collection [PS3, русская документация]","Devil May Cry HD Collection [PS3, Russian documentation]",2803,19
"Devil May Cry HD Collection [Xbox 360, русская документация]","Devil May Cry HD Collection [XBOX 360, Russian Documentation]",2804,23
"DiRT3 [PS3, русская документация]","DIRT3 [PS3, Russian documentation]",2805,19
"Diablo II Gold [PC, Jewel, русская документация]","Diablo II GOLD [PC, Jewel, Russian Documentation]",2806,30
"Diablo II [PC, русская документация]","Diablo II [PC, Russian documentation]",2807,28
"Diablo III [PC, Jewel, русская версия]","Diablo III [PC, Jewel, Russian version]",2808,30
"Diablo III [PS3, русская версия]","Diablo III [PS3, Russian version]",2809,19
"Diablo III [Xbox 360, русская версия]","Diablo III [Xbox 360, Russian version]",2810,23
Diablo III. Комплект предварительного заказа [PS3],Diablo III. Pre-order kit [PS3],2811,19
Diablo III. Комплект предварительного заказа [Xbox 360],Diablo III. Pre-order kit [xbox 360],2812,23
"Diablo III: Reaper of Souls (дополнение) [PC, Jewel, русская версия]","Diablo III: REAPER OF SOULS (Supplement) [PC, Jewel, Russian version]",2813,28
"Diablo III: Reaper of Souls (дополнение) [PC, русская версия]","Diablo III: REAPER OF SOULS (Supplement) [PC, Russian version]",2814,28
"Diablo III: Reaper of Souls (дополнение). Коллекционное издание [PC, русская версия]","Diablo III: REAPER OF SOULS (Supplement). Collector's Edition [PC, Russian version]",2815,29
"Diablo III: Reaper of Souls. Ultimate Evil Edition [PS3, русская версия]","Diablo III: REAPER OF SOULS. Ultimate Evil Edition [PS3, Russian version]",2816,19
"Diablo III: Reaper of Souls. Ultimate Evil Edition [PS4, русская версия]","Diablo III: REAPER OF SOULS. Ultimate Evil Edition [PS4, Russian version]",2817,20
"Diablo III: Reaper of Souls. Ultimate Evil Edition [Xbox 360, русская версия]","Diablo III: REAPER OF SOULS. Ultimate Evil Edition [Xbox 360, Russian version]",2818,23
"Diablo III: Reaper of Souls. Ultimate Evil Edition [Xbox One, русская версия]","Diablo III: REAPER OF SOULS. Ultimate Evil Edition [XBox One, Russian version]",2819,24
"Dirt 3 [PC, Jewel]","DIRT 3 [PC, Jewel]",2820,30
Dirt 3 [англ.в.] [PC],Dirt 3 [English] [PC],2821,28
"Dirt Showdown [PC, английская версия]","Dirt Showdown [PC, English version]",2822,30
"Dirt Showdown [PS3, английская версия]","Dirt Showdown [PS3, English version]",2823,19
"Dirt Showdown [Xbox 360, английская версия]","Dirt Showdown [Xbox 360, English version]",2824,23
Disciples III. Ренессанс (PC-DVD) (Jewel),Disciples III. Renaissance (PC-DVD) (Jewel),2825,30
Disciples World (PC-DVD) (Jewel),Disciples World (PC-DVD) (Jewel),2826,30
"Disciples. Перерождение [PC, Jewel, русская версия]","Disciples. Rebirth [PC, Jewel, Russian version]",2827,30
"Disciples. Перерождение [PC, русская версия]","Disciples. Rebirth [PC, Russian version]",2828,28
Disgaea3: Absence of Detention [PS Vita],Disgaea3: Absence of Detention [PS Vita],2829,22
"Dishonored Game of the Year Edition [PC, Jewel, русские субтитры]","DISHONORED GAME OF THE YEAR EDITION [PC, Jewel, Russian subtitles]",2830,30
"Dishonored Game of the Year Edition [PS3, русские субтитры]","DISHONORED GAME OF THE YEAR EDITION [PS3, Russian subtitles]",2831,19
"Dishonored Game of the Year Edition [Xbox 360, русские субтитры]","DISHONORED GAME OF THE YEAR EDITION [XBOX 360, Russian subtitles]",2832,23
"Dishonored [PC, Jewel, русские субтитры]","DISHONORED [PC, Jewel, Russian subtitles]",2833,30
"Dishonored [PC, Цифровая версия]","DISHONORED [PC, digital version]",2834,31
"Dishonored [PS3, русские субтитры]","DISHONORED [PS3, Russian subtitles]",2835,19
"Dishonored [Xbox 360, русские субтитры]","DISHONORED [XBOX 360, Russian subtitles]",2836,23
"Dishonored. Definitive Edition [PC, Цифровая версия]","Dishonored. Definitive Edition [PC, digital version]",2837,31
"Dishonored. Definitive Edition [PS4, русские субтитры]","Dishonored. Definitive Edition [PS4, Russian subtitles]",2838,20
"Dishonored. Definitive Edition [Xbox One, русские субтитры]","Dishonored. Definitive Edition [XBox One, Russian Subtitles]",2839,24
"Dishonored. Dunwall City Trials (Дополнение) [PC, Цифровая версия]","Dishonored. Dunwall City Trals [PC, digital version]",2840,31
"Dishonored. The Brigmore Witches (Дополнение) [PC, Цифровая версия]","Dishonored. The Brigmore Witches [PC, digital version]",2841,31
"Dishonored. The Knife of Dunwall (Дополнение) [PC, Цифровая версия]","Dishonored. The Knife of Dunwall [PC, digital version]",2842,31
"Dishonored. Void Walker’s Arsenal (Дополнение) [PC, Цифровая версия]","Dishonored. Void Walker's Arsenal [PC, digital version]",2843,31
"Dishonored. Специальное издание [PC, русские субтитры]","Dishonored. Special edition [PC, Russian subtitles]",2844,28
"Disney / Pixar Вверх! (Essentials) [PSP, русская версия]","Disney / Pixar up! (Essentials) [PSP, Russian version]",2845,21
"Disney История Игрушек. Парк развлечений (c поддержкой PS Move) [PS3, русская версия]","Disney Toy Story. Entertainment Park (with PS MOVE support) [PS3, Russian version]",2846,19
"Disney История Игрушек. Парк развлечений (с поддержкой MS Kinect) [Xbox 360, русская версия]","Disney Toy Story. Amusement Park (with MS Kinect support) [xbox 360, Russian version]",2847,23
"Disney Мир Героев [PC, Jewel, русская версия]","Disney World Heroes [PC, Jewel, Russian version]",2848,30
"Disney Мир Героев [Xbox 360, русская версия]","Disney World Heroes [XBOX 360, Russian version]",2849,23
"Disney Мир Героев. Подарочное издание (с фоторамкой) [PC, русская версия]","Disney world of heroes. Gift Edition (Photo Frame) [PC, Russian version]",2850,29
"Disney Финес и Ферб. Покорение 2-ого измерения (с поддержкой PS Move) [PS3, русская версия]","Disney Phineas and Ferb. Conquest 2nd Measurement (with PS MOVE support) [PS3, Russian version]",2851,19
"Disney Храбрая сердцем (c поддержкой PS Move) [PS3, русская версия]","Disney Brave Heart (with PS MOVE support) [PS3, Russian version]",2852,19
"Disney Храбрая сердцем (с поддержкой MS Kinect) [Xbox 360, русская версия]","Disney Brave Heart (with MS Kinect) [Xbox 360, Russian version]",2853,23
"Disney Храбрая сердцем [PC, Jewel, русская версия]","Disney Brave Heart [PC, Jewel, Russian version]",2854,30
"Disney Храбрая сердцем. Подарочное издание [PC, русская версия]","Disney brave heart. Gift Edition [PC, Russian version]",2855,28
"Disney. Epic Mickey. Две легенды [PC, Цифровая версия]","Disney. Epic Mickey. Two legends [PC, digital version]",2856,31
"Disney. Epic Mickey: Две Легенды (с поддержкой PS Move) [PS3, русская версия]","Disney. Epic Mickey: Two Legends (with support for PS Move) [PS3, Russian version]",2857,19
"Disney. Epic Mickey: Две Легенды [Xbox 360, русская версия]","Disney. Epic Mickey: Two Legends [Xbox 360, Russian version]",2858,23
"Disney. Infinity 2.0 (Marvel). Набор ""2 волшебных жетона""","Disney. Infinity 2.0 (Marvel). Set ""2 magic tokens""",2859,25
"Disney. Infinity 2.0 (Marvel). Набор ""2+1"": ""Стражи Галактики"" (Звёздный лорд, Гамора, Локация ""Стра","Disney. Infinity 2.0 (Marvel). Set ""2 + 1"": ""Guardians of the Galaxy"" (Star Lord, Gamora, Location """,2860,25
"Disney. Infinity 2.0 (Marvel). Набор ""2+1"": ""Человек Паук"" (Человек Паук, Нова, Локация ""Человек Пау","Disney. Infinity 2.0 (Marvel). Set ""2 + 1"": ""Spiderman"" (Spider Man, Nova, Location ""Pau",2861,25
"Disney. Infinity 2.0 (Marvel). Персонаж ""Веном""","Disney. Infinity 2.0 (Marvel). Character ""Vienna""",2862,25
"Disney. Infinity 2.0 (Marvel). Персонаж ""Грут""","Disney. Infinity 2.0 (Marvel). Character ""Got""",2863,25
"Disney. Infinity 2.0 (Marvel). Персонаж ""Дональд Дак""","Disney. Infinity 2.0 (Marvel). Character ""Donald Duck""",2864,25
"Disney. Infinity 2.0 (Marvel). Персонаж ""Дракс""","Disney. Infinity 2.0 (Marvel). Character ""Draks""",2865,25
"Disney. Infinity 2.0 (Marvel). Персонаж ""Енот Ракета""","Disney. Infinity 2.0 (Marvel). Character ""Raccoon Rocket""",2866,25
"Disney. Infinity 2.0 (Marvel). Персонаж ""Железный Кулак""","Disney. Infinity 2.0 (Marvel). Character ""Iron Fist""",2867,25
"Disney. Infinity 2.0 (Marvel). Персонаж ""Зелёный гоблин""","Disney. Infinity 2.0 (Marvel). Character ""Green Goblin""",2868,25
"Disney. Infinity 2.0 (Marvel). Персонаж ""Йонду""","Disney. Infinity 2.0 (Marvel). Character ""Yondu""",2869,25
"Disney. Infinity 2.0 (Marvel). Персонаж ""Капитан Америка""","Disney. Infinity 2.0 (Marvel). Character ""Captain America""",2870,25
"Disney. Infinity 2.0 (Marvel). Персонаж ""Ник Фьюри""","Disney. Infinity 2.0 (Marvel). Character ""Nick Fury""",2871,25
"Disney. Infinity 2.0 (Marvel). Персонаж ""Ронан""","Disney. Infinity 2.0 (Marvel). Character ""Ronan""",2872,25
"Disney. Infinity 2.0 (Marvel). Персонаж ""Соколиный Глаз""","Disney. Infinity 2.0 (Marvel). Character ""Falconary Eye""",2873,25
"Disney. Infinity 2.0 (Marvel). Персонаж ""Тор""","Disney. Infinity 2.0 (Marvel). Character ""Tor""",2874,25
"Disney. Infinity 2.0 (Marvel). Персонаж ""Халк""",Disney. Infinity 2.0 (Marvel). Chalk character,2875,25
"Disney. Infinity 2.0 (Marvel). Стартовый набор [PS3, русская версия]","Disney. Infinity 2.0 (Marvel). Starting set [PS3, Russian version]",2876,19
"Disney. Infinity 2.0 (Marvel). Стартовый набор [PS4, русская версия]","Disney. Infinity 2.0 (Marvel). Starting set [PS4, Russian version]",2877,20
"Disney. Infinity 2.0 (Marvel). Стартовый набор [Xbox 360, русская версия]","Disney. Infinity 2.0 (Marvel). Starting set [xbox 360, Russian version]",2878,23
"Disney. Infinity 2.0 (Marvel). Стартовый набор [Xbox One, русская версия]","Disney. Infinity 2.0 (Marvel). Starting set [Xbox One, Russian version]",2879,24
"Disney. Infinity 2.0. Персонаж ""Аладдин""","Disney. Infinity 2.0. Character ""Aladdin""",2880,25
"Disney. Infinity 2.0. Персонаж ""Бэймакс""","Disney. Infinity 2.0. Character ""Baimax""",2881,25
"Disney. Infinity 2.0. Персонаж ""Динь-Динь""","Disney. Infinity 2.0. Character ""Din-Ding""",2882,25
"Disney. Infinity 2.0. Персонаж ""Малефисента""","Disney. Infinity 2.0. Character ""Malefistent""",2883,25
"Disney. Infinity 2.0. Персонаж ""Мерида""","Disney. Infinity 2.0. Character ""Merida""",2884,25
"Disney. Infinity 2.0. Персонаж ""Стич""","Disney. Infinity 2.0. Character ""Stich""",2885,25
"Disney. Infinity 2.0. Персонаж ""Хиро""","Disney. Infinity 2.0. Character ""Hiro""",2886,25
"Disney. Infinity. Набор ""2 волшебных жетона""","Disney. Infinity. Set ""2 magic tokens""",2887,25
"Disney. Infinity. Набор ""2+1"": ""История Игрушек"" (Базз Лайтер, Джесси, Локация ""История Игрушек"")","Disney. Infinity. Set ""2 + 1"": ""Toy Story"" (Basz Lyter, Jesse, Location ""Toy Story"")",2888,25
"Disney. Infinity. Набор ""2+1"": ""Одинокий рейнджер"" (Джон Рид, Тонто, Локация ""Одинокий Рейнджер"")","Disney. Infinity. Set ""2 + 1"": ""Lone Ranger"" (John Reed, Tono, Lone Ranger location)",2889,25
"Disney. Infinity. Набор ""2+1"": ""Тачки"" (Молния МакКуин, Холли Делюкс, Локация ""Тачки"")","Disney. Infinity. Set ""2 + 1"": ""Cars"" (Lightning McQueen, Holly Deluxe, Location ""Tags"")",2890,25
"Disney. Infinity. Набор ""3 Персонажа"": ""Добрые герои"" (Майк Вазовски, Барбосса, Миссис Исключительна","Disney. Infinity. Set of ""3 characters"": ""Good characters"" (Mike Vazovski, Barboss, Mrs. is exceptional",2891,25
"Disney. Infinity. Набор ""3 Персонажа"": ""Злодеи"" (Рендалл, Дэви Джонс, Синдром)","Disney. Infinity. Set of ""3 character"": ""Villain"" (Rendall, Davy Jones, Syndrome)",2892,25
"Disney. Infinity. Персонаж ""Анна""","Disney. Infinity. Character ""Anna""",2893,25
"Disney. Infinity. Персонаж ""Базз Лайтер"" (Прозрачный)","Disney. Infinity. Character ""Basz Lyter"" (transparent)",2894,25
"Disney. Infinity. Персонаж ""Барбосса""","Disney. Infinity. Character ""Barboss""",2895,25
"Disney. Infinity. Персонаж ""Ванилопа""","Disney. Infinity. Character ""Vanillop""",2896,25
"Disney. Infinity. Персонаж ""Виолетта""","Disney. Infinity. Character ""Violetta""",2897,25
"Disney. Infinity. Персонаж ""Волшебник Микки""","Disney. Infinity. Character ""Mikkey Wizard""",2898,25
"Disney. Infinity. Персонаж ""Вуди""","Disney. Infinity. Character ""Woody""",2899,25
"Disney. Infinity. Персонаж ""Даш""","Disney. Infinity. Character ""Dash""",2900,25
"Disney. Infinity. Персонаж ""Джек Воробей"" (Прозрачный)","Disney. Infinity. Character ""Jack Sparrow"" (transparent)",2901,25
"Disney. Infinity. Персонаж ""Джек Скеллингтон""","Disney. Infinity. Character ""Jack Skellington""",2902,25
"Disney. Infinity. Персонаж ""Дэви Джонс""","Disney. Infinity. Character ""Davy Jones""",2903,25
"Disney. Infinity. Персонаж ""Майк Вазовски""","Disney. Infinity. Character ""Mike Vazovski""",2904,25
"Disney. Infinity. Персонаж ""Миссис Исключительная""","Disney. Infinity. Character ""Mrs Exceptional""",2905,25
"Disney. Infinity. Персонаж ""Молния МакКуин"" (Прозрачный)","Disney. Infinity. Character ""Lightning McQueen"" (Transparent)",2906,25
"Disney. Infinity. Персонаж ""Мэтр""","Disney. Infinity. Character ""Mother""",2907,25
"Disney. Infinity. Персонаж ""Ральф""","Disney. Infinity. Character ""Ralph""",2908,25
"Disney. Infinity. Персонаж ""Рапунцель""","Disney. Infinity. Character ""Rapunzel""",2909,25
"Disney. Infinity. Персонаж ""Рендалл""","Disney. Infinity. Character ""Rendall""",2910,25
